Subj,Rect,Contents,Color,RT,x_coor,y_coor,time,project_id
Ellipse,"[636.2164, 166.5954, 653.6292, 183.0862]",Having a meeting,"[0.6, 0.2, 0.0]",,644.9228,174.8408,15:00,1
Ellipse,"[636.2164, 126.5949, 653.6292, 143.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,644.9228,134.8404,15:00,1
Ellipse,"[621.3454, 116.2722, 638.7582, 132.7631]",Having a meeting,"[0.6, 0.2, 0.0]",,630.0518,124.5177,15:00,1
Ellipse,"[580.0547, 116.2722, 597.4675, 132.7631]",Having a meeting,"[0.6, 0.2, 0.0]",,588.7611,124.5177,15:00,1
Ellipse,"[561.9899, 114.9819, 579.4027, 131.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,570.6963,123.2273,15:00,1
Ellipse,"[560.6996, 114.9819, 578.1124, 131.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,569.406,123.2273,15:00,1
Ellipse,"[560.6996, 126.5949, 578.1124, 143.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,569.406,134.8404,15:00,1
Ellipse,"[560.6996, 140.7886, 578.1124, 157.2794]",Having a meeting,"[0.6, 0.2, 0.0]",,569.406,149.034,15:00,1
Ellipse,"[560.6996, 154.9823, 578.1124, 171.4731]",Having a meeting,"[0.6, 0.2, 0.0]",,569.406,163.2277,15:00,1
Ellipse,"[561.9899, 164.0147, 579.4027, 180.5055]",Having a meeting,"[0.6, 0.2, 0.0]",,570.6963,172.2601,15:00,1
Ellipse,"[561.9899, 151.1113, 579.4027, 167.6021]",Having a meeting,"[0.6, 0.2, 0.0]",,570.6963,159.3567,15:00,1
Ellipse,"[560.6996, 114.9819, 578.1124, 131.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,569.406,123.2273,15:00,1
Ellipse,"[445.9563, 369.1756, 463.369, 385.6665]",Standing,"[1.0, 0.0, 1.0]",,454.6626,377.421,15:00,1
Ellipse,"[391.7622, 382.079, 409.1749, 398.5699]",Standing,"[1.0, 0.0, 1.0]",,400.4685,390.3245,15:00,1
Ellipse,"[297.5677, 358.8529, 314.9806, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,306.2741,367.0983,15:00,1
Ellipse,"[300.1483, 358.8529, 317.5612, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,308.8547,367.0983,15:00,1
Ellipse,"[329.8261, 356.2722, 347.239, 372.7631]",Working ,"[1.0, 0.0, 0.0]",,338.5326,364.5177,15:00,1
Ellipse,"[365.9555, 351.1109, 383.3684, 367.6017]",Working ,"[1.0, 0.0, 0.0]",,374.6619,359.3563,15:00,1
Ellipse,"[386.6009, 348.5302, 404.0138, 365.0211]",Working ,"[1.0, 0.0, 0.0]",,395.3074,356.7756,15:00,1
Ellipse,"[396.9236, 348.5302, 414.3365, 365.0211]",Working ,"[1.0, 0.0, 0.0]",,405.63,356.7756,15:00,1
Ellipse,"[400.7946, 349.8206, 418.2075, 366.3114]",Working ,"[1.0, 0.0, 0.0]",,409.501,358.066,15:00,1
Ellipse,"[338.8584, 349.8206, 356.2713, 366.3114]",Working ,"[1.0, 0.0, 0.0]",,347.5648,358.066,15:00,1
Ellipse,"[304.0193, 357.5626, 321.4323, 374.0534]",Working ,"[1.0, 0.0, 0.0]",,312.7258,365.808,15:00,1
Ellipse,"[332.4067, 360.1433, 349.8196, 376.6341]",Working ,"[1.0, 0.0, 0.0]",,341.1132,368.3887,15:00,1
Ellipse,"[362.0845, 360.1433, 379.4974, 376.6341]",Working ,"[1.0, 0.0, 0.0]",,370.791,368.3887,15:00,1
Ellipse,"[412.4076, 360.1433, 429.8205, 376.6341]",Working ,"[1.0, 0.0, 0.0]",,421.1141,368.3887,15:00,1
Ellipse,"[431.7626, 358.8529, 449.1755, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,440.4691,367.0983,15:00,1
Ellipse,"[439.5046, 358.8529, 456.9175, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,448.2111,367.0983,15:00,1
Ellipse,"[358.2135, 356.2722, 375.6264, 372.7631]",Working ,"[1.0, 0.0, 0.0]",,366.9199,364.5177,15:00,1
Ellipse,"[311.7614, 361.4336, 329.1743, 377.9244]",Working ,"[1.0, 0.0, 0.0]",,320.4678,369.679,15:00,1
Ellipse,"[304.0193, 362.7239, 321.4323, 379.2148]",Working ,"[1.0, 0.0, 0.0]",,312.7258,370.9694,15:00,1
Ellipse,"[337.5681, 356.2722, 354.981, 372.7631]",Working ,"[1.0, 0.0, 0.0]",,346.2745,364.5177,15:00,1
Ellipse,"[407.2462, 353.6916, 424.6591, 370.1824]",Working ,"[1.0, 0.0, 0.0]",,415.9527,361.937,15:00,1
Ellipse,"[431.7626, 353.6916, 449.1755, 370.1824]",Working ,"[1.0, 0.0, 0.0]",,440.4691,361.937,15:00,1
Ellipse,"[296.2773, 397.563, 313.6902, 414.0538]",Working ,"[1.0, 0.0, 0.0]",,304.9837,405.8084,15:00,1
Ellipse,"[399.5042, 398.8534, 416.9171, 415.3442]",Working ,"[1.0, 0.0, 0.0]",,408.2106,407.0988,15:00,1
Ellipse,"[430.4723, 398.8534, 447.8852, 415.3442]",Working ,"[1.0, 0.0, 0.0]",,439.1788,407.0988,15:00,1
Ellipse,"[436.924, 398.8534, 454.3369, 415.3442]",Working ,"[1.0, 0.0, 0.0]",,445.6304,407.0988,15:00,1
Ellipse,"[333.6971, 391.1113, 351.11, 407.6021]",Working ,"[1.0, 0.0, 0.0]",,342.4035,399.3567,15:00,1
Ellipse,"[309.1807, 392.4017, 326.5936, 408.8925]",Working ,"[1.0, 0.0, 0.0]",,317.8872,400.6471,15:00,1
Ellipse,"[327.2454, 396.2727, 344.6583, 412.7635]",Working ,"[1.0, 0.0, 0.0]",,335.9519,404.5181,15:00,1
Ellipse,"[374.9879, 396.2727, 392.4008, 412.7635]",Working ,"[1.0, 0.0, 0.0]",,383.6943,404.5181,15:00,1
Ellipse,"[412.4076, 396.2727, 429.8205, 412.7635]",Working ,"[1.0, 0.0, 0.0]",,421.1141,404.5181,15:00,1
Ellipse,"[416.2786, 396.2727, 433.6915, 412.7635]",Working ,"[1.0, 0.0, 0.0]",,424.9851,404.5181,15:00,1
Ellipse,"[598.216, 240.142, 615.6287, 256.6329]",Standing,"[1.0, 0.0, 1.0]",,606.9224,248.3875,15:00,1
Ellipse,"[593.0547, 237.5613, 610.4673, 254.0522]",Standing,"[1.0, 0.0, 1.0]",,601.761,245.8067,15:00,1
Ellipse,"[544.0219, 234.9807, 561.4346, 251.4716]",Standing,"[1.0, 0.0, 1.0]",,552.7283,243.2262,15:00,1
Ellipse,"[414.9883, 244.013, 432.4012, 260.5037]",Walking,"[1.0, 0.6, 0.8]",,423.6947,252.2584,15:00,1
Ellipse,"[405.9559, 246.5937, 423.3688, 263.0844]",Walking,"[1.0, 0.4, 0.0]",,414.6624,254.8391,15:00,1
Ellipse,"[395.6332, 247.884, 413.0461, 264.3747]",Walking,"[1.0, 0.4, 0.0]",,404.3397,256.1293,15:00,1
Ellipse,"[434.3433, 244.013, 451.7562, 260.5037]",Walking,"[1.0, 0.6, 0.8]",,443.0498,252.2584,15:00,1
Ellipse,"[315.6324, 233.6903, 333.0453, 250.181]",Walking,"[1.0, 0.4, 0.0]",,324.3388,241.9357,15:00,1
Ellipse,"[315.6324, 233.6903, 333.0453, 250.181]",Walking,"[1.0, 0.4, 0.0]",,324.3388,241.9357,15:00,1
Ellipse,"[573.6996, 353.6916, 591.1125, 370.1823]",Walking,"[1.0, 0.4, 0.0]",,582.4061,361.937,15:00,1
Ellipse,"[573.6996, 353.6916, 591.1125, 370.1823]",Walking,"[1.0, 0.4, 0.0]",,582.4061,361.937,15:00,1
Ellipse,"[347.8908, 480.1445, 365.3037, 496.6352]",Walking,"[1.0, 0.4, 0.0]",,356.5973,488.3899,15:00,1
Ellipse,"[304.0193, 484.0155, 321.4323, 500.5062]",Walking,"[1.0, 0.4, 0.0]",,312.7258,492.2609,15:00,1
Ellipse,"[325.955, 484.0155, 343.368, 500.5062]",Walking,"[1.0, 0.4, 0.0]",,334.6615,492.2609,15:00,1
Ellipse,"[373.6975, 485.3059, 391.1104, 501.7966]",Walking,"[1.0, 0.4, 0.0]",,382.404,493.5512,15:00,1
Ellipse,"[440.795, 344.6592, 458.2079, 361.1499]",Walking,"[1.0, 0.4, 0.0]",,449.5014,352.9045,15:00,1
Ellipse,"[390.4719, 351.1109, 407.8848, 367.6016]",Walking,"[1.0, 0.4, 0.0]",,399.1784,359.3563,15:00,1
Ellipse,"[585.3126, 122.7214, 602.7255, 139.2121]",Walking,"[1.0, 0.4, 0.0]",,594.019,130.9667,15:00,1
Ellipse,"[644.6681, 389.821, 662.0809, 406.3118]",Having a meeting,"[0.6, 0.2, 0.0]",,653.3745,398.0664,15:00,1
Ellipse,"[644.6681, 414.3374, 662.0809, 430.8282]",Having a meeting,"[0.6, 0.2, 0.0]",,653.3745,422.5828,15:00,1
Ellipse,"[571.119, 407.8857, 588.5318, 424.3765]",Having a meeting,"[0.6, 0.2, 0.0]",,579.8254,416.1311,15:00,1
Ellipse,"[342.7294, 347.2399, 360.1422, 363.7308]",Standing,"[1.0, 0.0, 1.0]",,351.4358,355.4853,15:00,1
Ellipse,"[315.6324, 349.8206, 333.0451, 366.3115]",Standing,"[1.0, 0.0, 1.0]",,324.3388,358.0661,15:00,1
Ellipse,"[301.4387, 349.8206, 318.8514, 366.3115]",Standing,"[1.0, 0.0, 1.0]",,310.145,358.0661,15:00,1
Ellipse,"[364.6652, 140.7861, 382.0781, 157.2768]",Working ,"[1.0, 0.0, 0.0]",,373.3717,149.0315,15:00,1
Ellipse,"[510.313, 470.6439, 527.7258, 487.1346]",Walking,"[1.0, 0.6, 0.8]",,519.0194,478.8892,16:00,1
Ellipse,"[522.4089, 469.1122, 539.8217, 485.6029]",Walking,"[1.0, 0.6, 0.8]",,531.1153,477.3575,16:00,1
Ellipse,"[522.4089, 469.1122, 539.8217, 485.6029]",Walking,"[1.0, 0.6, 0.8]",,531.1153,477.3575,16:00,1
Ellipse,"[522.4089, 469.1122, 539.8217, 485.6029]",Walking,"[1.0, 0.6, 0.8]",,531.1153,477.3575,16:00,1
Ellipse,"[552.0866, 462.6605, 569.4995, 479.1512]",Walking,"[1.0, 0.6, 0.8]",,560.793,470.9058,16:00,1
Ellipse,"[552.0866, 462.6605, 569.4995, 479.1512]",Walking,"[1.0, 0.6, 0.8]",,560.793,470.9058,16:00,1
Ellipse,"[552.0866, 462.6605, 569.4995, 479.1512]",Walking,"[1.0, 0.6, 0.8]",,560.793,470.9058,16:00,1
Ellipse,"[552.0866, 462.6605, 569.4995, 479.1512]",Walking,"[1.0, 0.6, 0.8]",,560.793,470.9058,16:00,1
Ellipse,"[553.377, 463.9508, 570.7897, 480.4417]",Standing,"[1.0, 0.0, 1.0]",,562.0833,472.1963,16:00,1
Ellipse,"[553.377, 463.9508, 570.7897, 480.4417]",Standing,"[1.0, 0.0, 1.0]",,562.0833,472.1963,16:00,1
Ellipse,"[398.2139, 151.1088, 415.6267, 167.5995]",Working ,"[1.0, 0.6, 0.8]",,406.9203,159.3542,16:00,1
Ellipse,"[531.4412, 442.0151, 548.854, 458.5058]",Working ,"[1.0, 0.6, 0.8]",,540.1476,450.2604,16:00,1
Ellipse,"[517.2475, 469.1122, 534.6603, 485.6029]",Working ,"[1.0, 0.6, 0.8]",,525.9539,477.3575,16:00,1
Ellipse,"[424.0206, 205.3029, 441.4335, 221.7937]",Working ,"[1.0, 0.4, 0.0]",,432.727,213.5483,16:00,1
Ellipse,"[418.8593, 191.1092, 436.2722, 207.6]",Working ,"[1.0, 0.4, 0.0]",,427.5657,199.3546,16:00,1
Ellipse,"[614.313, 215.6256, 631.7259, 232.1163]",Working ,"[1.0, 0.6, 0.8]",,623.0195,223.8709,16:00,1
Ellipse,"[403.3752, 182.0769, 420.7881, 198.5676]",Working ,"[1.0, 0.6, 0.8]",,412.0816,190.3222,16:00,1
Ellipse,"[405.9559, 139.4958, 423.3687, 155.9865]",Working ,"[1.0, 0.6, 0.8]",,414.6623,147.7412,16:00,1
Ellipse,"[505.6345, 472.9832, 523.0473, 489.4739]",Working ,"[1.0, 0.6, 0.8]",,514.3409,481.2286,16:00,1
Ellipse,"[550.7963, 485.8866, 568.2091, 502.3773]",Working ,"[1.0, 0.6, 0.8]",,559.5027,494.1319,16:00,1
Ellipse,"[602.7, 213.0449, 620.1129, 229.5356]",Working ,"[1.0, 0.6, 0.8]",,611.4064,221.2903,16:00,1
Ellipse,"[426.6013, 255.626, 444.0142, 272.1168]",Working ,"[1.0, 0.6, 0.8]",,435.3077,263.8714,16:00,1
Ellipse,"[389.1815, 255.626, 406.5945, 272.1168]",Working ,"[1.0, 0.6, 0.8]",,397.888,263.8714,16:00,1
Ellipse,"[484.9891, 429.1118, 502.402, 445.6025]",Working ,"[1.0, 0.6, 0.8]",,493.6956,437.3572,16:00,1
Ellipse,"[486.2794, 448.4668, 503.6923, 464.9575]",Working ,"[1.0, 0.6, 0.8]",,494.9859,456.7121,16:00,1
Ellipse,"[490.1505, 445.8861, 507.5634, 462.3769]",Working ,"[1.0, 0.6, 0.8]",,498.8569,454.1315,16:00,1
Ellipse,"[367.2458, 144.6571, 384.6586, 161.1479]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,152.9025,16:00,1
Ellipse,"[367.2458, 139.4958, 384.6586, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,147.7412,16:00,1
Ellipse,"[386.6009, 125.3021, 404.0136, 141.7929]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,133.5475,16:00,1
Ellipse,"[439.5046, 130.4634, 456.9174, 146.9542]",Having a meeting,"[0.6, 0.2, 0.0]",,448.211,138.7088,16:00,1
Ellipse,"[417.5689, 183.3672, 434.9817, 199.858]",Having a meeting,"[0.6, 0.2, 0.0]",,426.2753,191.6126,16:00,1
Ellipse,"[385.3105, 174.3349, 402.7233, 190.8257]",Having a meeting,"[0.6, 0.2, 0.0]",,394.0169,182.5803,16:00,1
Ellipse,"[386.6009, 139.4958, 404.0136, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,147.7412,16:00,1
Ellipse,"[434.3433, 126.5924, 451.7561, 143.0832]",Having a meeting,"[0.6, 0.2, 0.0]",,443.0497,134.8378,16:00,1
Ellipse,"[323.5677, 358.8529, 340.9806, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,332.2741,367.0983,16:00,1
Ellipse,"[326.1483, 358.8529, 343.5612, 375.3438]",Working ,"[1.0, 0.0, 0.0]",,334.8547,367.0983,16:00,1
Ellipse,"[355.8261, 356.2722, 373.239, 372.7631]",Working ,"[1.0, 0.0, 0.0]",,364.5326,364.5177,16:00,1
Ellipse,"[330.0193, 357.5626, 347.4323, 374.0534]",Working ,"[1.0, 0.0, 0.0]",,338.7258,365.808,16:00,1
Ellipse,"[358.4067, 360.1433, 375.8196, 376.6341]",Working ,"[1.0, 0.0, 0.0]",,367.1132,368.3887,16:00,1
Ellipse,"[337.7614, 361.4336, 355.1743, 377.9244]",Working ,"[1.0, 0.0, 0.0]",,346.4678,369.679,16:00,1
Ellipse,"[330.0193, 362.7239, 347.4323, 379.2148]",Working ,"[1.0, 0.0, 0.0]",,338.7258,370.9694,16:00,1
Ellipse,"[363.5681, 356.2722, 380.981, 372.7631]",Working ,"[1.0, 0.0, 0.0]",,372.2745,364.5177,16:00,1
Ellipse,"[322.2773, 397.563, 339.6902, 414.0538]",Working ,"[1.0, 0.0, 0.0]",,330.9837,405.8084,16:00,1
Ellipse,"[359.6971, 391.1113, 377.11, 407.6021]",Working ,"[1.0, 0.0, 0.0]",,368.4035,399.3567,16:00,1
Ellipse,"[335.1807, 392.4017, 352.5936, 408.8925]",Working ,"[1.0, 0.0, 0.0]",,343.8872,400.6471,16:00,1
Ellipse,"[414.9883, 244.013, 432.4012, 260.5037]",Getting water,"[1.0, 0.6, 0.8]",,423.6947,252.2584,16:00,1
Ellipse,"[405.9559, 246.5937, 423.3688, 263.0844]",Getting water,"[1.0, 0.4, 0.0]",,414.6624,254.8391,16:00,1
Ellipse,"[395.6332, 247.884, 413.0461, 264.3747]",Getting water,"[1.0, 0.4, 0.0]",,404.3397,256.1293,16:00,1
Ellipse,"[434.3433, 244.013, 451.7562, 260.5037]",Getting water,"[1.0, 0.6, 0.8]",,443.0498,252.2584,16:00,1
Ellipse,"[315.6324, 233.6903, 333.0453, 250.181]",Getting water,"[1.0, 0.4, 0.0]",,324.3388,241.9357,16:00,1
Ellipse,"[315.6324, 233.6903, 333.0453, 250.181]",Getting water,"[1.0, 0.4, 0.0]",,324.3388,241.9357,16:00,1
Ellipse,"[330.0193, 484.0155, 347.4323, 500.5062]",Getting water,"[1.0, 0.4, 0.0]",,338.7258,492.2609,16:00,1
Ellipse,"[644.6681, 389.821, 662.0809, 406.3118]",Having a meeting,"[0.6, 0.2, 0.0]",,653.3745,398.0664,16:00,1
Ellipse,"[644.6681, 414.3374, 662.0809, 430.8282]",Having a meeting,"[0.6, 0.2, 0.0]",,653.3745,422.5828,16:00,1
Ellipse,"[341.6324, 349.8206, 359.0451, 366.3115]",Mentoring,"[1.0, 0.6, 0.0]",,350.3388,358.0661,16:00,1
Ellipse,"[327.4387, 349.8206, 344.8514, 366.3115]",Standing,"[1.0, 0.0, 1.0]",,336.145,358.0661,16:00,1
Ellipse,"[364.6652, 140.7861, 382.0781, 157.2768]",Working ,"[1.0, 0.0, 0.0]",,373.3717,149.0315,16:00,1
Ellipse,"[296.2773, 356.2722, 313.6902, 372.7629]",Mentoring,"[1.0, 0.4, 0.0]",,304.9837,364.5176,16:00,1
Ellipse,"[373.6975, 349.8206, 391.1104, 366.3113]",Mentoring,"[1.0, 0.4, 0.0]",,382.404,358.066,16:00,1
Ellipse,"[431.7626, 348.5302, 449.1755, 365.0209]",Mentoring,"[1.0, 0.4, 0.0]",,440.4691,356.7755,16:00,1
Ellipse,"[440.795, 349.8206, 458.2079, 366.3113]",Mentoring,"[1.0, 0.4, 0.0]",,449.5014,358.066,16:00,1
Ellipse,"[287.245, 424.6601, 304.6579, 441.1508]",Mentoring,"[1.0, 0.4, 0.0]",,295.9515,432.9054,16:00,1
Ellipse,"[445.9563, 169.1735, 463.3693, 185.6644]",Working ,"[1.0, 0.0, 0.0]",,454.6628,177.4189,16:00,1
Ellipse,"[445.9563, 127.8828, 463.3693, 144.3737]",Working ,"[1.0, 0.0, 0.0]",,454.6628,136.1283,16:00,1
Ellipse,"[298.858, 401.434, 316.2709, 417.9249]",Working ,"[1.0, 0.0, 0.0]",,307.5644,409.6794,16:00,1
Ellipse,"[347.8908, 401.434, 365.3037, 417.9249]",Working ,"[1.0, 0.0, 0.0]",,356.5973,409.6794,16:00,1
Ellipse,"[405.9559, 397.563, 423.3688, 414.0539]",Working ,"[1.0, 0.0, 0.0]",,414.6624,405.8084,16:00,1
Ellipse,"[452.408, 396.2727, 469.821, 412.7636]",Working ,"[1.0, 0.0, 0.0]",,461.1145,404.5181,16:00,1
Ellipse,"[431.7626, 474.9832, 449.1756, 491.4741]",Working ,"[1.0, 0.0, 0.0]",,440.4691,483.2287,16:00,1
Ellipse,"[377.5685, 471.1122, 394.9814, 487.6031]",Working ,"[1.0, 0.0, 0.0]",,386.2749,479.3576,16:00,1
Ellipse,"[358.2135, 469.8218, 375.6264, 486.3127]",Working ,"[1.0, 0.0, 0.0]",,366.9199,478.0673,16:00,1
Ellipse,"[422.7303, 304.6588, 440.143, 321.1497]",Walking,"[1.0, 0.6, 0.0]",,431.4366,312.9042,16:00,1
Ellipse,"[405.9559, 305.9492, 423.3686, 322.4401]",Walking,"[1.0, 0.6, 0.0]",,414.6622,314.1947,16:00,1
Ellipse,"[400.7946, 307.2395, 418.2073, 323.7304]",Walking,"[1.0, 0.6, 0.0]",,409.5009,315.485,16:00,1
Ellipse,"[399.5042, 293.0458, 416.917, 309.5367]",Walking,"[1.0, 0.6, 0.0]",,408.2106,301.2912,16:00,1
Ellipse,"[399.5042, 286.5941, 416.917, 303.085]",Walking,"[1.0, 0.6, 0.0]",,408.2106,294.8396,16:00,1
Ellipse,"[411.1172, 286.5941, 428.53, 303.085]",Walking,"[1.0, 0.6, 0.0]",,419.8236,294.8396,16:00,1
Ellipse,"[433.053, 299.4975, 450.4657, 315.9884]",Walking,"[1.0, 0.6, 0.0]",,441.7594,307.743,16:00,1
Ellipse,"[431.7626, 314.9815, 449.1754, 331.4724]",Walking,"[1.0, 0.6, 0.0]",,440.469,323.2269,16:00,1
Ellipse,"[407.2462, 312.4008, 424.659, 328.8917]",Walking,"[1.0, 0.6, 0.0]",,415.9526,320.6463,16:00,1
Ellipse,"[403.3752, 286.5941, 420.788, 303.085]",Walking,"[1.0, 0.6, 0.0]",,412.0816,294.8396,16:00,1
Ellipse,"[413.6979, 256.9164, 431.1107, 273.4073]",Walking,"[1.0, 0.6, 0.0]",,422.4043,265.1619,16:00,1
Ellipse,"[412.4076, 216.9159, 429.8203, 233.4068]",Walking,"[1.0, 0.6, 0.0]",,421.1139,225.1613,16:00,1
Ellipse,"[572.4093, 126.5924, 589.822, 143.0833]",Walking,"[1.0, 0.6, 0.0]",,581.1156,134.8379,16:00,1
Ellipse,"[643.3777, 126.5924, 660.7905, 143.0833]",Walking,"[1.0, 0.6, 0.0]",,652.0841,134.8379,16:00,1
Ellipse,"[616.2807, 259.497, 633.6934, 275.9879]",Standing,"[1.0, 0.0, 1.0]",,624.987,267.7425,16:00,1
Ellipse,"[563.377, 238.8517, 580.7897, 255.3426]",Standing,"[1.0, 0.0, 1.0]",,572.0833,247.0971,16:00,1
Ellipse,"[542.7316, 242.7227, 560.1443, 259.2136]",Standing,"[1.0, 0.0, 1.0]",,551.438,250.9681,16:00,1
Ellipse,"[547.8929, 311.1105, 565.3058, 327.6013]",Working ,"[1.0, 0.6, 0.8]",,556.5993,319.3559,16:00,1
Ellipse,"[612.4097, 304.6588, 629.8226, 321.1496]",Working ,"[1.0, 0.6, 0.8]",,621.1162,312.9042,16:00,1
Ellipse,"[569.8286, 313.6912, 587.2415, 330.1819]",Working ,"[1.0, 0.6, 0.8]",,578.535,321.9366,16:00,1
Ellipse,"[511.7635, 327.8849, 529.1764, 344.3756]",Working ,"[1.0, 0.6, 0.8]",,520.4699,336.1303,16:00,1
Ellipse,"[511.7635, 369.1756, 529.1764, 385.6664]",Working ,"[1.0, 0.6, 0.8]",,520.4699,377.421,16:00,1
Ellipse,"[519.5055, 416.9181, 536.9184, 433.4088]",Working ,"[1.0, 0.6, 0.8]",,528.212,425.1635,16:00,1
Ellipse,"[509.1828, 250.4647, 526.5957, 266.9555]",Working ,"[1.0, 0.6, 0.8]",,517.8892,258.7101,16:00,1
Ellipse,"[509.1828, 209.1739, 526.5957, 225.6647]",Working ,"[1.0, 0.6, 0.8]",,517.8892,217.4193,16:00,1
Ellipse,"[513.0538, 211.7546, 530.4667, 228.2454]",Working ,"[1.0, 0.6, 0.8]",,521.7603,220,16:00,1
Ellipse,"[527.2475, 223.3676, 544.6604, 239.8584]",Working ,"[1.0, 0.6, 0.8]",,535.9539,231.613,16:00,1
Ellipse,"[544.0219, 236.271, 561.4348, 252.7618]",Working ,"[1.0, 0.6, 0.8]",,552.7283,244.5164,16:00,1
Ellipse,"[523.3765, 210.4643, 540.7894, 226.955]",Working ,"[1.0, 0.6, 0.8]",,532.0829,218.7097,16:00,1
Ellipse,"[565.9576, 204.0126, 583.3705, 220.5034]",Working ,"[1.0, 0.6, 0.8]",,574.664,212.258,16:00,1
Ellipse,"[608.5387, 202.7222, 625.9516, 219.213]",Working ,"[1.0, 0.6, 0.8]",,617.2451,210.9676,16:00,1
Ellipse,"[572.4093, 191.1092, 589.8222, 207.6]",Working ,"[1.0, 0.6, 0.8]",,581.1157,199.3546,16:00,1
Ellipse,"[488.5374, 170.4638, 505.9503, 186.9546]",Working ,"[1.0, 0.6, 0.8]",,497.2439,178.7092,16:00,1
Ellipse,"[516.9248, 147.2378, 534.3377, 163.7286]",Working ,"[1.0, 0.6, 0.8]",,525.6313,155.4832,16:00,1
Ellipse,"[518.2151, 125.3021, 535.6281, 141.7929]",Working ,"[1.0, 0.6, 0.8]",,526.9216,133.5475,16:00,1
Ellipse,"[489.313, 452.6439, 506.7258, 469.1346]",Working ,"[1.0, 0.6, 0.8]",,498.0194,460.8892,17:00,1
Ellipse,"[501.4089, 451.1122, 518.8217, 467.6029]",Working ,"[1.0, 0.6, 0.8]",,510.1153,459.3575,17:00,1
Ellipse,"[501.4089, 451.1122, 518.8217, 467.6029]",Working ,"[1.0, 0.6, 0.8]",,510.1153,459.3575,17:00,1
Ellipse,"[501.4089, 451.1122, 518.8217, 467.6029]",Working ,"[1.0, 0.6, 0.8]",,510.1153,459.3575,17:00,1
Ellipse,"[531.0866, 444.6605, 548.4995, 461.1512]",Working ,"[1.0, 0.6, 0.8]",,539.793,452.9058,17:00,1
Ellipse,"[531.0866, 444.6605, 548.4995, 461.1512]",Working ,"[1.0, 0.6, 0.8]",,539.793,452.9058,17:00,1
Ellipse,"[531.0866, 444.6605, 548.4995, 461.1512]",Working ,"[1.0, 0.6, 0.8]",,539.793,452.9058,17:00,1
Ellipse,"[531.0866, 444.6605, 548.4995, 461.1512]",Working ,"[1.0, 0.6, 0.8]",,539.793,452.9058,17:00,1
Ellipse,"[532.377, 445.9508, 549.7897, 462.4417]",Standing,"[1.0, 0.0, 1.0]",,541.0833,454.1963,17:00,1
Ellipse,"[532.377, 445.9508, 549.7897, 462.4417]",Standing,"[1.0, 0.0, 1.0]",,541.0833,454.1963,17:00,1
Ellipse,"[398.2139, 151.1088, 415.6267, 167.5995]",Talking,"[1.0, 0.6, 0.8]",,406.9203,159.3542,17:00,1
Ellipse,"[510.4412, 424.0151, 527.854, 440.5058]",Talking,"[1.0, 0.6, 0.8]",,519.1476,432.2604,17:00,1
Ellipse,"[496.2475, 451.1122, 513.6603, 467.6029]",Talking,"[1.0, 0.6, 0.8]",,504.9539,459.3575,17:00,1
Ellipse,"[424.0206, 205.3029, 441.4335, 221.7937]",Talking,"[1.0, 0.4, 0.0]",,432.727,213.5483,17:00,1
Ellipse,"[418.8593, 191.1092, 436.2722, 207.6]",Talking,"[1.0, 0.4, 0.0]",,427.5657,199.3546,17:00,1
Ellipse,"[614.313, 215.6256, 631.7259, 232.1163]",Talking,"[1.0, 0.6, 0.8]",,623.0195,223.8709,17:00,1
Ellipse,"[403.3752, 182.0769, 420.7881, 198.5676]",Talking,"[1.0, 0.6, 0.8]",,412.0816,190.3222,17:00,1
Ellipse,"[405.9559, 139.4958, 423.3687, 155.9865]",Talking,"[1.0, 0.6, 0.8]",,414.6623,147.7412,17:00,1
Ellipse,"[484.6345, 454.9832, 502.0473, 471.4739]",Talking,"[1.0, 0.6, 0.8]",,493.3409,463.2286,17:00,1
Ellipse,"[550.7963, 485.8866, 568.2091, 502.3773]",Talking,"[1.0, 0.6, 0.8]",,559.5027,494.1319,17:00,1
Ellipse,"[602.7, 213.0449, 620.1129, 229.5356]",Talking,"[1.0, 0.6, 0.8]",,611.4064,221.2903,17:00,1
Ellipse,"[426.6013, 255.626, 444.0142, 272.1168]",Talking,"[1.0, 0.6, 0.8]",,435.3077,263.8714,17:00,1
Ellipse,"[389.1815, 255.626, 406.5945, 272.1168]",Talking,"[1.0, 0.6, 0.8]",,397.888,263.8714,17:00,1
Ellipse,"[463.9891, 411.1118, 481.402, 427.6025]",Talking,"[1.0, 0.6, 0.8]",,472.6956,419.3572,17:00,1
Ellipse,"[465.2794, 430.4668, 482.6923, 446.9575]",Talking,"[1.0, 0.6, 0.8]",,473.9859,438.7121,17:00,1
