Subj,Rect,Contents,Color,RT,x_coor,y_coor,time,project_id
Ellipse,"[504.0215, 187.2382, 521.4343, 203.7289]",Walking,"[1.0, 0.6, 0.8]",,512.7279,195.4836,14:00,1
Ellipse,"[504.0215, 198.8512, 521.4343, 215.3419]",Walking,"[1.0, 0.6, 0.8]",,512.7279,207.0966,14:00,1
Ellipse,"[546.6025, 198.8512, 564.0154, 215.3419]",Walking,"[1.0, 0.6, 0.8]",,555.3089,207.0966,14:00,1
Ellipse,"[567.2479, 200.1416, 584.6608, 216.6323]",Walking,"[1.0, 0.6, 0.8]",,575.9543,208.387,14:00,1
Ellipse,"[596.9257, 209.1739, 614.3386, 225.6646]",Walking,"[1.0, 0.6, 0.8]",,605.6322,217.4193,14:00,1
Ellipse,"[613.7, 213.0449, 631.1129, 229.5356]",Walking,"[1.0, 0.6, 0.8]",,622.4064,221.2903,14:00,1
Ellipse,"[558.2156, 222.0773, 575.6285, 238.568]",Walking,"[1.0, 0.6, 0.8]",,566.9221,230.3227,14:00,1
Ellipse,"[516.9248, 241.4323, 534.3377, 257.923]",Walking,"[1.0, 0.6, 0.8]",,525.6313,249.6776,14:00,1
Ellipse,"[541.4412, 244.013, 558.8541, 260.5037]",Walking,"[1.0, 0.6, 0.8]",,550.1476,252.2584,14:00,1
Ellipse,"[585.3126, 245.3033, 602.7255, 261.7941]",Walking,"[1.0, 0.6, 0.8]",,594.019,253.5487,14:00,1
Ellipse,"[515.6345, 265.9487, 533.0474, 282.4395]",Walking,"[1.0, 0.6, 0.8]",,524.341,274.1941,14:00,1
Ellipse,"[476.9244, 276.2714, 494.3373, 292.7621]",Walking,"[1.0, 0.6, 0.8]",,485.6309,284.5168,14:00,1
Ellipse,"[426.6013, 255.626, 444.0142, 272.1168]",Walking,"[1.0, 0.6, 0.8]",,435.3077,263.8714,14:00,1
Ellipse,"[389.1815, 255.626, 406.5945, 272.1168]",Walking,"[1.0, 0.6, 0.8]",,397.888,263.8714,14:00,1
Ellipse,"[320.7937, 262.0777, 338.2066, 278.5685]",Walking,"[1.0, 0.6, 0.8]",,329.5001,270.3231,14:00,1
Ellipse,"[318.213, 274.9811, 335.6259, 291.4718]",Walking,"[1.0, 0.6, 0.8]",,326.9194,283.2264,14:00,1
Ellipse,"[316.9227, 348.5302, 334.3356, 365.021]",Walking,"[1.0, 0.6, 0.8]",,325.6291,356.7756,14:00,1
Ellipse,"[311.7614, 384.6597, 329.1743, 401.1504]",Walking,"[1.0, 0.6, 0.8]",,320.4678,392.905,14:00,1
Ellipse,"[346.6004, 387.2403, 364.0133, 403.731]",Walking,"[1.0, 0.6, 0.8]",,355.3068,395.4856,14:00,1
Ellipse,"[405.9559, 385.95, 423.3688, 402.4407]",Talking,"[1.0, 0.6, 0.8]",,414.6624,394.1953,14:00,1
Ellipse,"[473.0534, 385.95, 490.4663, 402.4407]",Working ,"[1.0, 0.6, 0.8]",,481.7599,394.1953,14:00,1
Ellipse,"[529.8282, 385.95, 547.2411, 402.4407]",Working ,"[1.0, 0.6, 0.8]",,538.5347,394.1953,14:00,1
Ellipse,"[494.9891, 431.1118, 512.402, 447.6025]",Working ,"[1.0, 0.6, 0.8]",,503.6956,439.3572,14:00,1
Ellipse,"[496.2794, 450.4668, 513.6923, 466.9575]",Working ,"[1.0, 0.6, 0.8]",,504.9859,458.7121,14:00,1
Ellipse,"[500.1505, 447.8861, 517.5634, 464.3769]",Working ,"[1.0, 0.6, 0.8]",,508.8569,456.1315,14:00,1
Ellipse,"[502.7311, 389.821, 520.144, 406.3117]",Working ,"[1.0, 0.6, 0.8]",,511.4375,398.0663,14:00,1
Ellipse,"[504.0215, 361.4336, 521.4343, 377.9243]",Working ,"[1.0, 0.6, 0.8]",,512.7279,369.6789,14:00,1
Ellipse,"[504.0215, 342.0786, 521.4343, 358.5693]",Working ,"[1.0, 0.6, 0.8]",,512.7279,350.3239,14:00,1
Ellipse,"[505.3118, 286.5941, 522.7247, 303.0848]",Working ,"[1.0, 0.6, 0.8]",,514.0182,294.8394,14:00,1
Ellipse,"[509.1828, 227.2386, 526.5957, 243.7293]",Working ,"[1.0, 0.6, 0.8]",,517.8892,235.4839,14:00,1
Ellipse,"[514.3442, 191.1092, 531.7571, 207.5999]",Working ,"[1.0, 0.6, 0.8]",,523.0507,199.3545,14:00,1
Ellipse,"[496.2794, 162.7218, 513.6923, 179.2125]",Working ,"[1.0, 0.6, 0.8]",,504.9859,170.9672,14:00,1
Ellipse,"[367.2458, 144.6571, 384.6586, 161.1479]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,152.9025,14:00,1
Ellipse,"[367.2458, 139.4958, 384.6586, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,147.7412,14:00,1
Ellipse,"[386.6009, 125.3021, 404.0136, 141.7929]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,133.5475,14:00,1
Ellipse,"[439.5046, 130.4634, 456.9174, 146.9542]",Having a meeting,"[0.6, 0.2, 0.0]",,448.211,138.7088,14:00,1
Ellipse,"[443.3757, 164.0122, 460.7885, 180.503]",Having a meeting,"[0.6, 0.2, 0.0]",,452.0821,172.2576,14:00,1
Ellipse,"[417.5689, 183.3672, 434.9817, 199.858]",Having a meeting,"[0.6, 0.2, 0.0]",,426.2753,191.6126,14:00,1
Ellipse,"[385.3105, 174.3349, 402.7233, 190.8257]",Having a meeting,"[0.6, 0.2, 0.0]",,394.0169,182.5803,14:00,1
Ellipse,"[386.6009, 139.4958, 404.0136, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,147.7412,14:00,1
Ellipse,"[434.3433, 126.5924, 451.7561, 143.0832]",Having a meeting,"[0.6, 0.2, 0.0]",,443.0497,134.8378,14:00,1
Ellipse,"[558.2156, 139.4958, 575.6284, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,566.922,147.7412,14:00,1
Ellipse,"[568.5383, 148.5281, 585.951, 165.0189]",Having a meeting,"[0.6, 0.2, 0.0]",,577.2447,156.7735,14:00,1
Ellipse,"[603.3773, 160.1412, 620.7901, 176.632]",Having a meeting,"[0.6, 0.2, 0.0]",,612.0837,168.3866,14:00,1
Ellipse,"[635.6357, 160.1412, 653.0485, 176.632]",Having a meeting,"[0.6, 0.2, 0.0]",,644.3421,168.3866,14:00,1
Ellipse,"[550.4736, 162.7218, 567.8864, 179.2126]",Having a meeting,"[0.6, 0.2, 0.0]",,559.18,170.9672,14:00,1
Ellipse,"[542.7316, 161.4315, 560.1443, 177.9223]",Having a meeting,"[0.6, 0.2, 0.0]",,551.438,169.6769,14:00,1
Ellipse,"[604.6677, 144.6571, 622.0804, 161.1479]",Having a meeting,"[0.6, 0.2, 0.0]",,613.3741,152.9025,14:00,1
Ellipse,"[551.7639, 138.2054, 569.1767, 154.6962]",Having a meeting,"[0.6, 0.2, 0.0]",,560.4703,146.4508,14:00,1
Ellipse,"[616.2807, 139.4958, 633.6935, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,624.9871,147.7412,14:00,1
Ellipse,"[636.9261, 360.1433, 654.3389, 376.6341]",Having a meeting,"[0.6, 0.2, 0.0]",,645.6325,368.3887,14:00,1
Ellipse,"[640.7971, 365.3046, 658.2099, 381.7954]",Having a meeting,"[0.6, 0.2, 0.0]",,649.5035,373.55,14:00,1
Ellipse,"[640.7971, 366.5949, 658.2099, 383.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,649.5035,374.8404,14:00,1
Ellipse,"[640.7971, 391.1113, 658.2099, 407.6021]",Having a meeting,"[0.6, 0.2, 0.0]",,649.5035,399.3567,14:00,1
Ellipse,"[640.7971, 401.434, 658.2099, 417.9248]",Having a meeting,"[0.6, 0.2, 0.0]",,649.5035,409.6794,14:00,1
Ellipse,"[638.2164, 406.5954, 655.6292, 423.0862]",Having a meeting,"[0.6, 0.2, 0.0]",,646.9228,414.8408,14:00,1
Ellipse,"[638.2164, 366.5949, 655.6292, 383.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,646.9228,374.8404,14:00,1
Ellipse,"[634.3454, 356.2722, 651.7582, 372.7631]",Having a meeting,"[0.6, 0.2, 0.0]",,643.0518,364.5177,14:00,1
Ellipse,"[593.0547, 356.2722, 610.4675, 372.7631]",Having a meeting,"[0.6, 0.2, 0.0]",,601.7611,364.5177,14:00,1
Ellipse,"[574.9899, 354.9819, 592.4027, 371.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,583.6963,363.2273,14:00,1
Ellipse,"[573.6996, 354.9819, 591.1124, 371.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,582.406,363.2273,14:00,1
Ellipse,"[573.6996, 366.5949, 591.1124, 383.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,582.406,374.8404,14:00,1
Ellipse,"[573.6996, 380.7886, 591.1124, 397.2794]",Having a meeting,"[0.6, 0.2, 0.0]",,582.406,389.034,14:00,1
Ellipse,"[573.6996, 394.9823, 591.1124, 411.4731]",Having a meeting,"[0.6, 0.2, 0.0]",,582.406,403.2277,14:00,1
Ellipse,"[574.9899, 404.0147, 592.4027, 420.5055]",Having a meeting,"[0.6, 0.2, 0.0]",,583.6963,412.2601,14:00,1
Ellipse,"[574.9899, 391.1113, 592.4027, 407.6021]",Having a meeting,"[0.6, 0.2, 0.0]",,583.6963,399.3567,14:00,1
Ellipse,"[573.6996, 354.9819, 591.1124, 371.4727]",Having a meeting,"[0.6, 0.2, 0.0]",,582.406,363.2273,14:00,1
Ellipse,"[333.6971, 215.6256, 351.1099, 232.1164]",Having a meeting,"[0.6, 0.2, 0.0]",,342.4035,223.871,14:00,1
Ellipse,"[331.1164, 214.3353, 348.5292, 230.8261]",Having a meeting,"[0.6, 0.2, 0.0]",,339.8228,222.5807,14:00,1
Ellipse,"[315.6324, 219.4966, 333.0452, 235.9874]",Having a meeting,"[0.6, 0.2, 0.0]",,324.3388,227.742,14:00,1
Ellipse,"[311.7614, 219.4966, 329.1741, 235.9874]",Having a meeting,"[0.6, 0.2, 0.0]",,320.4678,227.742,14:00,1
Ellipse,"[311.7614, 219.4966, 329.1741, 235.9874]",Having a meeting,"[0.6, 0.2, 0.0]",,320.4678,227.742,14:00,1
Ellipse,"[624.0227, 258.2067, 641.4354, 274.6976]",Standing,"[1.0, 0.0, 1.0]",,632.729,266.4522,14:00,1
Ellipse,"[612.4097, 259.497, 629.8224, 275.9879]",Standing,"[1.0, 0.0, 1.0]",,621.1161,267.7425,14:00,1
Ellipse,"[605.958, 262.0777, 623.3707, 278.5686]",Standing,"[1.0, 0.0, 1.0]",,614.6644,270.3231,14:00,1
Ellipse,"[599.5063, 263.368, 616.919, 279.8589]",Standing,"[1.0, 0.0, 1.0]",,608.2126,271.6135,14:00,1
Ellipse,"[584.0223, 263.368, 601.4349, 279.8589]",Standing,"[1.0, 0.0, 1.0]",,592.7286,271.6135,14:00,1
Ellipse,"[568.5383, 265.9487, 585.9509, 282.4396]",Standing,"[1.0, 0.0, 1.0]",,577.2446,274.1941,14:00,1
Ellipse,"[551.7639, 265.9487, 569.1766, 282.4396]",Standing,"[1.0, 0.0, 1.0]",,560.4703,274.1941,14:00,1
Ellipse,"[550.4736, 282.7231, 567.8862, 299.214]",Standing,"[1.0, 0.0, 1.0]",,559.1799,290.9685,14:00,1
Ellipse,"[565.9576, 285.3038, 583.3702, 301.7947]",Standing,"[1.0, 0.0, 1.0]",,574.6639,293.5493,14:00,1
Ellipse,"[585.3126, 286.5941, 602.7253, 303.085]",Standing,"[1.0, 0.0, 1.0]",,594.0189,294.8396,14:00,1
Ellipse,"[602.087, 286.5941, 619.4997, 303.085]",Standing,"[1.0, 0.0, 1.0]",,610.7933,294.8396,14:00,1
Ellipse,"[616.2807, 287.8844, 633.6934, 304.3753]",Standing,"[1.0, 0.0, 1.0]",,624.987,296.1299,14:00,1
Ellipse,"[622.7324, 295.6265, 640.1451, 312.1174]",Standing,"[1.0, 0.0, 1.0]",,631.4388,303.8719,14:00,1
Ellipse,"[604.6677, 313.6912, 622.0803, 330.1821]",Standing,"[1.0, 0.0, 1.0]",,613.374,321.9366,14:00,1
Ellipse,"[573.6996, 317.5622, 591.1123, 334.0531]",Standing,"[1.0, 0.0, 1.0]",,582.406,325.8076,14:00,1
Ellipse,"[567.2479, 318.8525, 584.6606, 335.3434]",Standing,"[1.0, 0.0, 1.0]",,575.9543,327.0979,14:00,1
Ellipse,"[445.9563, 369.1756, 463.369, 385.6665]",Standing,"[1.0, 0.0, 1.0]",,454.6626,377.421,14:00,1
Ellipse,"[391.7622, 382.079, 409.1749, 398.5699]",Standing,"[1.0, 0.0, 1.0]",,400.4685,390.3245,14:00,1
Ellipse,"[350.4714, 369.1756, 367.8841, 385.6665]",Standing,"[1.0, 0.0, 1.0]",,359.1778,377.421,14:00,1
Ellipse,"[327.2454, 356.2722, 344.6581, 372.7632]",Standing,"[1.0, 0.0, 1.0]",,335.9518,364.5177,14:00,1
Ellipse,"[364.6652, 339.4979, 382.0778, 355.9888]",Standing,"[1.0, 0.0, 1.0]",,373.3715,347.7434,14:00,1
Ellipse,"[520.313, 472.6439, 537.7258, 489.1346]",Working ,"[1.0, 0.6, 0.8]",,529.0194,480.8892,15:00,1
Ellipse,"[532.4089, 471.1122, 549.8217, 487.6029]",Working ,"[1.0, 0.6, 0.8]",,541.1153,479.3575,15:00,1
Ellipse,"[532.4089, 471.1122, 549.8217, 487.6029]",Working ,"[1.0, 0.6, 0.8]",,541.1153,479.3575,15:00,1
Ellipse,"[532.4089, 471.1122, 549.8217, 487.6029]",Working ,"[1.0, 0.6, 0.8]",,541.1153,479.3575,15:00,1
Ellipse,"[562.0866, 464.6605, 579.4995, 481.1512]",Working ,"[1.0, 0.6, 0.8]",,570.793,472.9058,15:00,1
Ellipse,"[562.0866, 464.6605, 579.4995, 481.1512]",Working ,"[1.0, 0.6, 0.8]",,570.793,472.9058,15:00,1
Ellipse,"[562.0866, 464.6605, 579.4995, 481.1512]",Working ,"[1.0, 0.6, 0.8]",,570.793,472.9058,15:00,1
Ellipse,"[562.0866, 464.6605, 579.4995, 481.1512]",Working ,"[1.0, 0.6, 0.8]",,570.793,472.9058,15:00,1
Ellipse,"[563.377, 465.9508, 580.7897, 482.4417]",Standing,"[1.0, 0.0, 1.0]",,572.0833,474.1963,15:00,1
Ellipse,"[563.377, 465.9508, 580.7897, 482.4417]",Standing,"[1.0, 0.0, 1.0]",,572.0833,474.1963,15:00,1
Ellipse,"[622.0551, 131.7538, 639.4678, 148.2445]",Having a meeting,"[0.6, 0.2, 0.0]",,630.7614,139.9991,15:00,1
Ellipse,"[635.6357, 130.4634, 653.0485, 146.9542]",Having a meeting,"[0.6, 0.2, 0.0]",,644.3421,138.7088,15:00,1
Ellipse,"[639.5068, 136.9151, 656.9196, 153.4059]",Having a meeting,"[0.6, 0.2, 0.0]",,648.2132,145.1605,15:00,1
Ellipse,"[640.7971, 120.1407, 658.2099, 136.6315]",Having a meeting,"[0.6, 0.2, 0.0]",,649.5035,128.3861,15:00,1
Ellipse,"[639.5068, 126.5924, 656.9196, 143.0832]",Having a meeting,"[0.6, 0.2, 0.0]",,648.2132,134.8378,15:00,1
Ellipse,"[560.7963, 98.20502, 578.209, 114.6958]",Having a meeting,"[0.6, 0.2, 0.0]",,569.5026,106.4504,15:00,1
Ellipse,"[442.0853, 158.8508, 459.4981, 175.3415]",Working ,"[1.0, 0.6, 0.8]",,450.7917,167.0961,15:00,1
Ellipse,"[398.2139, 151.1088, 415.6267, 167.5995]",Working ,"[1.0, 0.6, 0.8]",,406.9203,159.3542,15:00,1
Ellipse,"[541.4412, 444.0151, 558.854, 460.5058]",Working ,"[1.0, 0.6, 0.8]",,550.1476,452.2604,15:00,1
Ellipse,"[527.2475, 471.1122, 544.6603, 487.6029]",Working ,"[1.0, 0.6, 0.8]",,535.9539,479.3575,15:00,1
Ellipse,"[417.5689, 477.5639, 434.9818, 494.0547]",Working ,"[1.0, 0.0, 0.0]",,426.2754,485.8093,15:00,1
Ellipse,"[439.5046, 478.8542, 456.9175, 495.345]",Working ,"[1.0, 0.0, 0.0]",,448.2111,487.0996,15:00,1
Ellipse,"[444.666, 481.4349, 462.0789, 497.9257]",Working ,"[1.0, 0.0, 0.0]",,453.3724,489.6803,15:00,1
Ellipse,"[439.5046, 478.8542, 456.9175, 495.345]",Working ,"[1.0, 0.0, 0.0]",,448.2111,487.0996,15:00,1
Ellipse,"[442.0853, 425.9504, 459.4982, 442.4412]",Working ,"[1.0, 0.0, 0.0]",,450.7917,434.1958,15:00,1
Ellipse,"[433.053, 425.9504, 450.4659, 442.4412]",Working ,"[1.0, 0.0, 0.0]",,441.7595,434.1958,15:00,1
Ellipse,"[430.4723, 347.2399, 447.8852, 363.7307]",Working ,"[1.0, 0.0, 0.0]",,439.1788,355.4853,15:00,1
Ellipse,"[418.8593, 345.9496, 436.2722, 362.4403]",Working ,"[1.0, 0.0, 0.0]",,427.5657,354.1949,15:00,1
Ellipse,"[414.9883, 345.9496, 432.4012, 362.4403]",Working ,"[1.0, 0.0, 0.0]",,423.6947,354.1949,15:00,1
Ellipse,"[427.8916, 303.3685, 445.3045, 319.8593]",Talking,"[1.0, 0.4, 0.0]",,436.5981,311.6139,15:00,1
Ellipse,"[411.1172, 264.6584, 428.5302, 281.1492]",Talking,"[1.0, 0.4, 0.0]",,419.8237,272.9038,15:00,1
Ellipse,"[424.0206, 205.3029, 441.4335, 221.7937]",Talking,"[1.0, 0.4, 0.0]",,432.727,213.5483,15:00,1
Ellipse,"[418.8593, 191.1092, 436.2722, 207.6]",Talking,"[1.0, 0.4, 0.0]",,427.5657,199.3546,15:00,1
Ellipse,"[416.2786, 432.4021, 433.6915, 448.8929]",Talking,"[1.0, 0.4, 0.0]",,424.9851,440.6475,15:00,1
Ellipse,"[439.5046, 434.9828, 456.9175, 451.4736]",Talking,"[1.0, 0.4, 0.0]",,448.2111,443.2282,15:00,1
Ellipse,"[424.0206, 481.4349, 441.4335, 497.9257]",Talking,"[1.0, 0.4, 0.0]",,432.727,489.6803,15:00,1
Ellipse,"[614.313, 215.6256, 631.7259, 232.1163]",Talking,"[1.0, 0.6, 0.8]",,623.0195,223.8709,15:00,1
Ellipse,"[426.6013, 267.239, 444.0141, 283.7297]",Talking,"[1.0, 0.6, 0.8]",,435.3077,275.4843,15:00,1
Ellipse,"[409.8269, 281.4328, 427.2397, 297.9235]",Talking,"[1.0, 0.6, 0.8]",,418.5333,289.6781,15:00,1
Ellipse,"[376.2782, 280.1424, 393.691, 296.6331]",Talking,"[1.0, 0.6, 0.8]",,384.9846,288.3877,15:00,1
Ellipse,"[403.3752, 182.0769, 420.7881, 198.5676]",Talking,"[1.0, 0.6, 0.8]",,412.0816,190.3222,15:00,1
Ellipse,"[405.9559, 139.4958, 423.3687, 155.9865]",Talking,"[1.0, 0.6, 0.8]",,414.6623,147.7412,15:00,1
Ellipse,"[453.6983, 210.4643, 471.1112, 226.955]",Talking,"[1.0, 0.6, 0.8]",,462.4048,218.7097,15:00,1
Ellipse,"[515.6345, 474.9832, 533.0473, 491.4739]",Talking,"[1.0, 0.6, 0.8]",,524.3409,483.2286,15:00,1
Ellipse,"[560.7963, 487.8866, 578.2091, 504.3773]",Talking,"[1.0, 0.6, 0.8]",,569.5027,496.1319,15:00,1
Ellipse,"[378.8589, 473.6928, 396.2718, 490.1837]",Working ,"[1.0, 0.0, 0.0]",,387.5653,481.9382,15:00,1
Ellipse,"[393.0526, 349.8206, 410.4655, 366.3114]",Working ,"[1.0, 0.0, 0.0]",,401.7591,358.066,15:00,1
Ellipse,"[422.7303, 352.4012, 440.1432, 368.8921]",Working ,"[1.0, 0.0, 0.0]",,431.4367,360.6467,15:00,1
Ellipse,"[372.4072, 397.563, 389.8201, 414.0539]",Working ,"[1.0, 0.0, 0.0]",,381.1137,405.8084,15:00,1
Ellipse,"[384.0202, 397.563, 401.4331, 414.0539]",Working ,"[1.0, 0.0, 0.0]",,392.7267,405.8084,15:00,1
Ellipse,"[372.4072, 397.563, 389.8201, 414.0539]",Working ,"[1.0, 0.0, 0.0]",,381.1137,405.8084,15:00,1
Ellipse,"[503.3442, 136.9151, 520.7571, 153.4058]",Working ,"[1.0, 0.6, 0.8]",,512.0507,145.1604,15:00,1
Ellipse,"[503.3442, 136.9151, 520.7571, 153.4058]",Working ,"[1.0, 0.6, 0.8]",,512.0507,145.1604,15:00,1
Ellipse,"[502.0538, 153.6895, 519.4667, 170.1802]",Working ,"[1.0, 0.6, 0.8]",,510.7602,161.9349,15:00,1
Ellipse,"[493.0215, 187.2382, 510.4343, 203.7289]",Working ,"[1.0, 0.6, 0.8]",,501.7279,195.4836,15:00,1
Ellipse,"[493.0215, 198.8512, 510.4343, 215.3419]",Working ,"[1.0, 0.6, 0.8]",,501.7279,207.0966,15:00,1
Ellipse,"[535.6025, 198.8512, 553.0154, 215.3419]",Working ,"[1.0, 0.6, 0.8]",,544.3089,207.0966,15:00,1
Ellipse,"[556.2479, 200.1416, 573.6608, 216.6323]",Working ,"[1.0, 0.6, 0.8]",,564.9543,208.387,15:00,1
Ellipse,"[585.9257, 209.1739, 603.3386, 225.6646]",Working ,"[1.0, 0.6, 0.8]",,594.6322,217.4193,15:00,1
Ellipse,"[602.7, 213.0449, 620.1129, 229.5356]",Working ,"[1.0, 0.6, 0.8]",,611.4064,221.2903,15:00,1
Ellipse,"[547.2156, 222.0773, 564.6285, 238.568]",Working ,"[1.0, 0.6, 0.8]",,555.9221,230.3227,15:00,1
Ellipse,"[505.9248, 241.4323, 523.3377, 257.923]",Working ,"[1.0, 0.6, 0.8]",,514.6313,249.6776,15:00,1
Ellipse,"[530.4412, 244.013, 547.8541, 260.5037]",Working ,"[1.0, 0.6, 0.8]",,539.1476,252.2584,15:00,1
Ellipse,"[574.3126, 245.3033, 591.7255, 261.7941]",Working ,"[1.0, 0.6, 0.8]",,583.019,253.5487,15:00,1
Ellipse,"[515.6345, 265.9487, 533.0474, 282.4395]",Working ,"[1.0, 0.6, 0.8]",,524.341,274.1941,15:00,1
Ellipse,"[476.9244, 276.2714, 494.3373, 292.7621]",Working ,"[1.0, 0.6, 0.8]",,485.6309,284.5168,15:00,1
Ellipse,"[426.6013, 255.626, 444.0142, 272.1168]",Working ,"[1.0, 0.6, 0.8]",,435.3077,263.8714,15:00,1
Ellipse,"[389.1815, 255.626, 406.5945, 272.1168]",Working ,"[1.0, 0.6, 0.8]",,397.888,263.8714,15:00,1
Ellipse,"[405.9559, 385.95, 423.3688, 402.4407]",Working ,"[1.0, 0.6, 0.8]",,414.6624,394.1953,15:00,1
Ellipse,"[473.0534, 370.95, 490.4663, 387.4407]",Working ,"[1.0, 0.6, 0.8]",,481.7599,379.1953,15:00,1
Ellipse,"[529.8282, 370.95, 547.2411, 387.4407]",Mentoring,"[1.0, 0.6, 0.8]",,538.5347,379.1953,15:00,1
Ellipse,"[494.9891, 431.1118, 512.402, 447.6025]",Mentoring,"[1.0, 0.6, 0.8]",,503.6956,439.3572,15:00,1
Ellipse,"[496.2794, 450.4668, 513.6923, 466.9575]",Mentoring,"[1.0, 0.6, 0.8]",,504.9859,458.7121,15:00,1
Ellipse,"[500.1505, 447.8861, 517.5634, 464.3769]",Mentoring,"[1.0, 0.6, 0.8]",,508.8569,456.1315,15:00,1
Ellipse,"[502.7311, 374.821, 520.144, 391.3117]",Mentoring,"[1.0, 0.6, 0.8]",,511.4375,383.0663,15:00,1
Ellipse,"[504.0215, 346.4336, 521.4343, 362.9243]",Mentoring,"[1.0, 0.6, 0.8]",,512.7279,354.6789,15:00,1
Ellipse,"[504.0215, 327.0786, 521.4343, 343.5693]",Mentoring,"[1.0, 0.6, 0.8]",,512.7279,335.3239,15:00,1
Ellipse,"[505.3118, 271.5941, 522.7247, 288.0848]",Mentoring,"[1.0, 0.6, 0.8]",,514.0182,279.8394,15:00,1
Ellipse,"[498.1828, 227.2386, 515.5957, 243.7293]",Mentoring,"[1.0, 0.6, 0.8]",,506.8892,235.4839,15:00,1
Ellipse,"[503.3442, 191.1092, 520.7571, 207.5999]",Mentoring,"[1.0, 0.6, 0.8]",,512.0507,199.3545,15:00,1
Ellipse,"[485.2794, 162.7218, 502.6923, 179.2125]",Mentoring,"[1.0, 0.6, 0.8]",,493.9859,170.9672,15:00,1
Ellipse,"[367.2458, 144.6571, 384.6586, 161.1479]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,152.9025,15:00,1
Ellipse,"[367.2458, 139.4958, 384.6586, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,375.9522,147.7412,15:00,1
Ellipse,"[386.6009, 125.3021, 404.0136, 141.7929]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,133.5475,15:00,1
Ellipse,"[439.5046, 130.4634, 456.9174, 146.9542]",Having a meeting,"[0.6, 0.2, 0.0]",,448.211,138.7088,15:00,1
Ellipse,"[443.3757, 164.0122, 460.7885, 180.503]",Having a meeting,"[0.6, 0.2, 0.0]",,452.0821,172.2576,15:00,1
Ellipse,"[417.5689, 183.3672, 434.9817, 199.858]",Having a meeting,"[0.6, 0.2, 0.0]",,426.2753,191.6126,15:00,1
Ellipse,"[385.3105, 174.3349, 402.7233, 190.8257]",Having a meeting,"[0.6, 0.2, 0.0]",,394.0169,182.5803,15:00,1
Ellipse,"[386.6009, 139.4958, 404.0136, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,395.3073,147.7412,15:00,1
Ellipse,"[434.3433, 126.5924, 451.7561, 143.0832]",Having a meeting,"[0.6, 0.2, 0.0]",,443.0497,134.8378,15:00,1
Ellipse,"[547.2156, 139.4958, 564.6284, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,555.922,147.7412,15:00,1
Ellipse,"[557.5383, 148.5281, 574.951, 165.0189]",Having a meeting,"[0.6, 0.2, 0.0]",,566.2447,156.7735,15:00,1
Ellipse,"[592.3773, 160.1412, 609.7901, 176.632]",Having a meeting,"[0.6, 0.2, 0.0]",,601.0837,168.3866,15:00,1
Ellipse,"[635.6357, 160.1412, 653.0485, 176.632]",Having a meeting,"[0.6, 0.2, 0.0]",,644.3421,168.3866,15:00,1
Ellipse,"[539.4736, 162.7218, 556.8864, 179.2126]",Having a meeting,"[0.6, 0.2, 0.0]",,548.18,170.9672,15:00,1
Ellipse,"[531.7316, 161.4315, 549.1443, 177.9223]",Having a meeting,"[0.6, 0.2, 0.0]",,540.438,169.6769,15:00,1
Ellipse,"[593.6677, 144.6571, 611.0804, 161.1479]",Having a meeting,"[0.6, 0.2, 0.0]",,602.3741,152.9025,15:00,1
Ellipse,"[540.7639, 138.2054, 558.1767, 154.6962]",Having a meeting,"[0.6, 0.2, 0.0]",,549.4703,146.4508,15:00,1
Ellipse,"[605.2807, 139.4958, 622.6935, 155.9866]",Having a meeting,"[0.6, 0.2, 0.0]",,613.9871,147.7412,15:00,1
Ellipse,"[634.9261, 120.1433, 652.3389, 136.6341]",Having a meeting,"[0.6, 0.2, 0.0]",,643.6325,128.3887,15:00,1
Ellipse,"[638.7971, 125.3046, 656.2099, 141.7954]",Having a meeting,"[0.6, 0.2, 0.0]",,647.5035,133.55,15:00,1
Ellipse,"[638.7971, 126.5949, 656.2099, 143.0858]",Having a meeting,"[0.6, 0.2, 0.0]",,647.5035,134.8404,15:00,1
Ellipse,"[638.7971, 151.1113, 656.2099, 167.6021]",Having a meeting,"[0.6, 0.2, 0.0]",,647.5035,159.3567,15:00,1
Ellipse,"[638.7971, 161.434, 656.2099, 177.9248]",Having a meeting,"[0.6, 0.2, 0.0]",,647.5035,169.6794,15:00,1
